0	1	2	0	0	0	
0	1	4	0	0	0	
0	1	7	0	0	0	
200	1	0	0	0	0	
200	2	7	0	0	0	
200	2	6	0	0	0	
200	1	7	0	0	0	
200	1	1	0	0	0	
200	1	3	0	0	0	
200	1	6	0	0	0	
200	1	7	0	0	0	
200	1	2	0	0	0	
200	1	5	0	0	0	
200	1	4	0	0	0	
400	3	6	200	0	0	
400	3	7	200	1	0	
400	1	1	0	0	0	
400	1	5	0	0	0	
600	1	1	0	0	0	
600	1	3	0	0	0	
600	1	4	0	0	0	
800	1	7	0	0	0	
800	1	1	0	0	0	
800	1	3	0	0	0	
1000	1	5	0	0	0	
1000	1	3	0	0	0	
1000	2	1	0	0	0	
1000	2	4	0	0	0	
1000	1	1	0	0	0	
1000	1	4	0	0	0	
1000	1	4	0	0	0	
1000	1	6	0	0	0	
1200	1	1	0	0	0	
1200	1	3	0	0	0	
1200	1	6	0	0	0	
1200	1	4	0	0	0	
1400	1	0	0	0	0	
1400	1	6	0	0	0	
1800	3	4	800	3	0	
1800	1	1	0	0	0	
1800	3	1	800	4	0	
1800	1	2	0	0	0	
1800	1	4	0	0	0	
2000	1	3	0	0	0	
2000	1	5	0	0	0	
2000	1	0	0	0	0	
2000	1	6	0	0	0	
2000	1	3	0	0	0	
2200	1	3	0	0	0	
2200	1	4	0	0	0	
2400	1	5	0	0	0	
2400	1	2	0	0	0	
2600	2	6	0	0	0	
2600	1	3	0	0	0	
2600	2	7	0	0	0	
2600	1	6	0	0	0	
2600	1	7	0	0	0	
2600	1	4	0	0	0	
2600	1	2	0	0	0	
2600	1	7	0	0	0	
2800	1	1	0	0	0	
2800	1	2	0	0	0	
2800	1	5	0	0	0	
3000	1	3	0	0	0	
3000	1	1	0	0	0	
3000	1	2	0	0	0	
3000	1	3	0	0	0	
3000	1	7	0	0	0	
3000	1	6	0	0	0	
3200	1	5	0	0	0	
3200	1	0	0	0	0	
3200	1	2	0	0	0	
3200	1	4	0	0	0	
3400	1	1	0	0	0	
3400	1	5	0	0	0	
3400	1	3	0	0	0	
3400	1	4	0	0	0	
3400	1	5	0	0	0	
3600	1	1	0	0	0	
3600	1	7	0	0	0	
3800	3	6	1200	6	0	
3800	1	5	0	0	0	
3800	3	7	1200	2	0	
3800	1	1	0	0	0	
4000	1	6	0	0	0	
4000	1	0	0	0	0	
4000	1	7	0	0	0	
4000	1	5	0	0	0	
4200	1	1	0	0	0	
4200	2	3	0	0	0	
4200	2	6	0	0	0	
4200	1	3	0	0	0	
4200	1	6	0	0	0	
4200	1	4	0	0	0	
4200	1	2	0	0	0	
4400	1	6	0	0	0	
4400	1	5	0	0	0	
4400	1	2	0	0	0	
4600	1	0	0	0	0	
4600	1	4	0	0	0	
4600	1	0	0	0	0	
4600	1	2	0	0	0	
4600	1	5	0	0	0	
4600	1	4	0	0	0	
4800	1	0	0	0	0	
4800	1	5	0	0	0	
5000	1	7	0	0	0	
5200	1	6	0	0	0	
5200	1	2	0	0	0	
5200	1	3	0	0	0	
5400	1	7	0	0	0	
5400	1	5	0	0	0	
5400	1	1	0	0	0	
5400	1	3	0	0	0	
5600	1	1	0	0	0	
5600	1	2	0	0	0	
